datetime,longitude,latitude,depth_m,wave_height_m,wave_direction_deg,wave_period_s,wave_peak_period_s,sea_surface_temperature_c,air_temperature_c,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,humidity_pct,moon_phase,turbidity_ntu,salinity_psu,sensor_temp_c,sensor_status
2023-07-20 00:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.9559911813468989,37.036312236683344,27.191618750914934,0
2023-07-20 01:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.6161471045686342,37.00847118854866,27.08446399505409,0
2023-07-20 02:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.8120088857845715,37.06742044145221,26.926395795147364,0
2023-07-20 03:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,0.8308003677175706,37.046321859453585,27.060794381506874,0
2023-07-20 04:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.578358145115107,37.063262112895266,27.0142949904071,0
2023-07-20 05:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.6364959863013944,36.90515784023958,27.036331030195548,0
2023-07-20 06:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.143101266512453,37.12722506248392,27.127040156795797,0
2023-07-20 07:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.493831649088978,37.0582856994368,27.094840020432684,0
2023-07-20 08:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.292619084801328,36.99475595870564,26.706753365778546,0
2023-07-20 09:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,4.474664393315699,37.005374472226414,27.126836907018685,0
2023-07-20 10:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.6981783234529093,37.0805047161001,26.850992224488017,0
2023-07-20 11:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.2207676409143584,37.0385732768602,27.01499952049966,0
2023-07-20 12:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.586672153140809,37.03980978424991,27.224134882921255,0
2023-07-20 13:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,4.7114690408628395,37.03627689143623,27.00794499762816,0
2023-07-20 14:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.025665723187168,36.91850729307745,26.9523864155611,0
2023-07-20 15:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,0.7141598801315627,37.0775063208352,26.994532444530048,0
2023-07-20 16:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.8934732249906765,37.031006497697156,26.818967890961996,0
2023-07-20 17:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,,,,1
2023-07-20 18:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.1629673783638714,37.03491355933273,27.14361513538711,0
2023-07-20 19:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.106075931758706,37.00934787143511,27.29362812644067,0
2023-07-20 20:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.3254159813320965,36.940920063073854,26.997398307343772,0
2023-07-20 21:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,,,,1
2023-07-20 22:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.407687905546546,37.111571085105254,27.12866507960563,0
2023-07-20 23:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.9331754164836426,37.03826179931681,27.06774551614379,0
2023-07-21 00:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.802885748351009,37.05025378180934,27.13059630168575,0
2023-07-21 01:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.3811828006552582,36.91955141944847,27.359909598193124,0
2023-07-21 02:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.278853856938654,36.88661770248851,26.92875907332881,0
2023-07-21 03:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,4.609121659669225,36.96627884145037,27.160853525607738,0
2023-07-21 04:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.072597103996597,37.04861182492486,27.09488027873687,0
2023-07-21 05:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.439354883366129,37.07813448454238,27.081058953562206,0
2023-07-21 06:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.507319801623591,37.043577867645546,27.306013651274046,0
2023-07-21 07:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.128987761543216,36.958307301607235,27.308509709302236,0
2023-07-21 08:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.9293567037281925,37.14670975033343,27.41818674477635,0
2023-07-21 09:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.829367793156416,36.863729095442764,27.115428489491915,0
2023-07-21 10:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,1.7851247358758484,37.00583965454727,27.285848696619627,0
2023-07-21 11:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.090656008151087,37.142053153432094,27.337370119078376,0
2023-07-21 12:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.8121574067834363,37.01036717716004,27.12044675715077,0
2023-07-21 13:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,2.5065360491470488,37.102877035374426,27.403675540312864,0
2023-07-21 14:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,3.0824192250343554,37.11727076326377,27.2193593312628,0
2023-07-21 15:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,,,,1
2023-07-21 16:00:00,1.75257,41.18212,20.0,0.32,120.0,3.85,1.0,27.1,23.6,2.9,330.0,0.0,77.0,0.0845277777777777,,,,1
2023-07-21 17:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,,,,1
2023-07-21 18:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.901375887744708,36.92229231291413,27.367991541185674,0
2023-07-21 19:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,0.5896314180956945,37.187408141173904,27.150156923429734,0
2023-07-21 20:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.9268647892285107,37.00982102510233,27.235428603915107,0
2023-07-21 21:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.2681253585190144,37.05423430764311,27.59632575345617,0
2023-07-21 22:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.372650397394283,37.005529667722264,27.393314771994806,0
2023-07-21 23:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.3958096035747234,37.09356895216905,27.16156498280569,0
2023-07-22 00:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,1.2152499839786093,36.989079053219946,27.266654983622416,0
2023-07-22 01:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.4927242795734323,37.02842653595998,27.17243284654959,0
2023-07-22 02:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.217825882193331,36.96315987298997,27.13087885793527,0
2023-07-22 03:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.0088601266421104,36.912459539696314,27.340951603783203,0
2023-07-22 04:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.660021440144397,36.85587631359017,27.405008100054484,0
2023-07-22 05:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.771274654883735,36.943111891305925,27.476036270541254,0
2023-07-22 06:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.783740101088867,37.00420690234338,27.10760695833726,0
2023-07-22 07:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.287178820708608,36.87952733256391,27.487468361869073,0
2023-07-22 08:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,,,,1
2023-07-22 09:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.0752257841147976,36.986881173084576,27.330631024012362,0
2023-07-22 10:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.120713707231914,36.87870230818364,27.349950153196076,0
2023-07-22 11:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.360700967866325,37.09039226198807,27.360472885801368,0
2023-07-22 12:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.313414292850724,37.05823908779127,27.446051907716537,0
2023-07-22 13:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.7181664871623132,36.86419484150268,27.249641853468574,0
2023-07-22 14:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.584096831996135,36.860838020559214,27.25507507689823,0
2023-07-22 15:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.409102977941713,37.038115465420965,27.245579222662137,0
2023-07-22 16:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.721172396953602,37.052359829628585,27.32710932953484,0
2023-07-22 17:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.492477942981943,36.98968565293152,27.384666919419907,0
2023-07-22 18:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.0935681644887074,36.8849136769189,27.452008371957817,0
2023-07-22 19:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.5923588876613595,37.063961097259124,27.066411015971195,0
2023-07-22 20:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,2.3048535360353664,36.9909533610655,27.202157905725826,0
2023-07-22 21:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.990159790193529,36.95839868486149,27.32110189105098,0
2023-07-22 22:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.973834141956283,36.85257802603919,27.54508673437941,0
2023-07-22 23:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,5.220278805651331,36.935102954028544,27.469934929888854,0
2023-07-23 00:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.1843875834405755,36.92801599862027,27.583427084757382,0
2023-07-23 01:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.013873987225886,37.10391913304575,27.37474578363323,0
2023-07-23 02:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.520723280744344,37.0439277215121,27.14531407911359,0
2023-07-23 03:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,3.8337068497172404,37.09406274112978,27.322595048050218,0
2023-07-23 04:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,1.1470359875275355,36.906790543904094,27.208807154809982,0
2023-07-23 05:00:00,1.75257,41.18212,20.0,0.58,125.0,3.85,2.65,27.3,28.4,17.3,157.0,39.0,59.0,0.1150833333333333,4.310937425984736,36.96184013669763,27.324917078628502,0
2023-07-23 06:00:00,1.75257,41.18212,20.0,0.3,148.0,3.8,1.0,26.8,24.1,7.9,24.0,8.0,82.0,0.1734166666666666,3.40457020921538,36.93185137941563,26.769640133496353,0
2023-07-23 07:00:00,1.75257,41.18212,20.0,0.3,148.0,3.8,1.0,26.8,24.1,7.9,24.0,8.0,82.0,0.1734166666666666,4.549188358110507,37.01266860584861,26.685845848948958,0
2023-07-23 08:00:00,1.75257,41.18212,20.0,0.3,150.0,3.75,1.5,26.8,23.7,8.6,22.0,20.0,82.0,0.1734166666666666,2.63409872488032,36.85769801065914,26.754646031105707,0
2023-07-23 09:00:00,1.75257,41.18212,20.0,0.28,155.0,3.9,1.0,26.9,26.3,5.0,60.0,13.0,72.0,0.1734166666666666,3.3843303626810286,37.07831342769542,26.91290381391355,0
2023-07-23 10:00:00,1.75257,41.18212,20.0,0.28,155.0,3.9,1.0,26.9,26.3,5.0,60.0,13.0,72.0,0.1734166666666666,3.867603150419047,37.126090888729976,26.947217013559587,0
2023-07-23 11:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,4.741002109482232,36.884597095889,27.076765492822776,0
2023-07-23 12:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.59770338819986,36.98879661733134,27.064912095878725,0
2023-07-23 13:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.4249071095486365,36.888606676731285,27.074754467590676,0
2023-07-23 14:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,4.377948090593411,36.941788003969734,26.973173776102854,0
2023-07-23 15:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,6.353835986062647,36.96827391533942,27.131166158106108,0
2023-07-23 16:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,4.550579573338604,36.9651303877381,26.798174287815964,0
2023-07-23 17:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,,,,1
2023-07-23 18:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.9693170407126237,36.88472450886675,26.98844981073337,0
2023-07-23 19:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,3.3886631899959068,36.84726912626983,27.167302584467976,0
2023-07-23 20:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.2687428099604916,37.03391509295315,27.09660786878736,0
2023-07-23 21:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.239978360807346,36.88013020472576,27.128472665619757,0
2023-07-23 22:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.728697148005425,37.075426082479716,26.83798293529869,0
2023-07-23 23:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.4760873943599955,36.85744253172753,27.11633494372848,0
2023-07-24 00:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.6679811195259657,37.00656827266175,26.98667011996661,0
2023-07-24 01:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.2575692604157445,37.01679555140157,26.90354671812698,0
2023-07-24 02:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.4991688602876225,36.992876528187445,26.986455113768717,0
2023-07-24 03:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,3.9727529992763015,36.82360915726728,27.051859878876343,0
2023-07-24 04:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,0.13378370056607336,37.05477720906894,26.907990865734625,0
2023-07-24 05:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,1.8999318411690367,37.10747753311615,26.933515573215207,0
2023-07-24 06:00:00,1.75257,41.18212,20.0,0.26,159.0,4.05,1.0,27.0,27.6,5.1,129.0,26.0,65.0,0.1734166666666666,2.2739419231511073,37.083562803707466,27.00114542560714,0
2023-07-24 07:00:00,1.75257,41.18212,20.0,0.14,148.0,3.6,1.0,27.2,24.3,9.4,356.0,67.0,83.0,0.2039722222222222,1.366180026005283,37.0109597906551,27.302273173199172,0
2023-07-24 08:00:00,1.75257,41.18212,20.0,0.14,148.0,3.6,1.0,27.2,24.3,9.4,356.0,67.0,83.0,0.2039722222222222,1.6750094105344449,37.166835321697114,27.25783844682124,0
2023-07-24 09:00:00,1.75257,41.18212,20.0,0.14,148.0,3.6,1.0,27.2,24.3,9.4,356.0,67.0,83.0,0.2039722222222222,1.7301924845178152,36.86475717893347,27.201772505982245,0
2023-07-24 10:00:00,1.75257,41.18212,20.0,0.14,148.0,3.6,1.0,27.2,24.3,9.4,356.0,67.0,83.0,0.2039722222222222,0.4884528458310693,37.01572622263839,27.439987806960545,0
2023-07-24 11:00:00,1.75257,41.18212,20.0,0.14,148.0,3.6,1.0,27.2,24.3,9.4,356.0,67.0,83.0,0.2039722222222222,1.5400100153076417,37.067710931527614,27.31375228712679,0
2023-07-24 12:00:00,1.75257,41.18212,20.0,0.18,133.0,4.0,1.65,27.4,29.6,7.7,208.0,100.0,63.0,0.2039722222222222,1.94126611009702,36.909811732133974,27.314693958387892,0
2023-07-24 13:00:00,1.75257,41.18212,20.0,0.2,132.0,4.1,1.5,27.4,29.6,16.3,185.0,67.0,66.0,0.2039722222222222,2.084572602625346,37.01631900699956,27.461982197044485,0
2023-07-24 14:00:00,1.75257,41.18212,20.0,0.2,132.0,4.1,1.5,27.4,29.6,16.3,185.0,67.0,66.0,0.2039722222222222,3.9777636597783745,37.08549444490858,27.39621839942834,0
